site	YAL017W	YAR019C	YBL009W	YBL016W	YBL056W	YBL088C	YBR028C	YBR059C	YBR097W	YBR125C	YBR160W	YBR274W	YBR276C	YCR008W	YCR079W	YCR091W	YDL006W	YDL025C	YDL028C	YDL047W	YDL079C	YDL101C	YDL108W	YDL134C	YDL188C	YDL214C	YDL230W	YDR075W	YDR122W	YDR247W	YDR283C	YDR466W	YDR477W	YDR523C	YER129W	YFR014C	YGL021W	YGL059W	YGL179C	YGL180W	YGR040W	YGR123C	YGR188C	YGR203W	YGR262C	YHR030C	YHR076W	YHR082C	YHR135C	YIL035C	YIL042C	YIL095W	YIL113W	YIR026C	YJL095W	YJL106W	YJL128C	YJL164C	YJL165C	YJL187C	YJR059W	YJR066W	YKL048C	YKL101W	YKL116C	YKL126W	YKL139W	YKL161C	YKL166C	YKL168C	YKL171W	YKL198C	YLL010C	YLL019C	YLR019W	YLR096W	YLR113W	YLR240W	YLR248W	YLR362W	YLR433C	YML016C	YML057W	YMR104C	YMR139W	YMR216C	YMR291W	YNL020C	YNL032W	YNL099C	YNL154C	YNL161W	YNL298W	YNL307C	YNR031C	YNR032W	YOL016C	YOL045W	YOL100W	YOL113W	YOL128C	YOR061W	YOR090C	YOR119C	YOR208W	YOR231W	YOR233W	YOR267C	YOR351C	YPL026C	YPL031C	YPL042C	YPL140C	YPL141C	YPL150W	YPL179W	YPL203W	YPL204W	YPL236C	YPR054W	YPR073C	YPR106W	YPR111W	YPR161C
YBL058W_C88_S97_Y100																	-0.002																																																														0.536																0.35600000000000004																													
YBL058W_C88_Y100																																																																													0.884																																	0.2													-0.92	
YBL058W_S106_S108	0.929	-1.466					0.21899999999999997	1.131	1.2525		0.1935	-0.0175	-0.7495	-0.166	-0.42700000000000005		-1.334	-0.7070000000000001	-0.19699999999999998		1.246	0.62	0.503	1.2025	0.136	-0.315	0.21250000000000002		0.762	1.082		1.143	-0.05799999999999994	0.635		0.17	0.457	-0.691	-0.182		-0.2165		1.2229999999999999	-1.4665	0.998			-0.3445	-0.6559999999999999	0.442	0.813		0.102	-0.693	0.5		-0.7490000000000001		-0.469	0.5529999999999999	-0.03199999999999997	-0.046000000000000006	-0.946	-0.1865				0.034	0.5455000000000001	0.201	1.1840000000000002	-0.128	-0.507	-1.8119999999999998	0.9655			1.102	-1.476	0.6459999999999999	0.20800000000000002		0.9585	0.5379999999999999	0.6859999999999999	0.40900000000000003	0.38799999999999996	-0.046	0.6085	-0.534		0.056499999999999995	0.182	-0.193	0.076	-0.4135	1.195	-1.6095000000000002	-0.248	-0.442	2.127	-1.138	-0.353	0.8320000000000001	0.077	0.484		-0.305		-0.179			-1.406		-0.45899999999999996			-0.168		0.26899999999999996	-0.33299999999999996		-0.3745	0.031
YBL058W_S106_S108_S115																																																																																		0.125																																										
YBL058W_S106_S108_S116	0.509												-0.474												1.725														0.25									0.45399999999999996			0.9005000000000001		-0.489						0.963									0.13849999999999998		-0.18100000000000002					0.42200000000000004	-0.059000000000000004							0.775												2.67																													
YBL058W_S106_S108_T112																								0.746	0.639	0.019			0.599				1.071		-0.667	-0.622	0.078		0.133				0.752							-0.941	0.58																	-0.2			1.3780000000000001									0.639								0.998					-0.33																															
YBL058W_S106_T107			-0.7120000000000001	-1.069																																										-0.613		-0.111					-0.405						0.644																	0.154																			0.8859999999999999														-0.696		-0.26899999999999996	0.7759999999999999												
YBL058W_S106_T107_S115																																																																																					1.682																																							
YBL058W_S106_T107_T112	0.746						-0.222	0.046												-1.22							-1.94					1.178						-0.505			-0.54				1.157				-1.217					-0.456	0.585				0.099			-0.653		-0.8009999999999999													-0.156				0.445		0.434	0.33		0.182	-0.41200000000000003			-1.671		-1.207			0.14400000000000002	-1.294	0.095			-0.001					-0.8440000000000001					-0.727					-0.19699999999999998					0.364			-0.838	-0.282
YBL058W_S106_T112	0.684										-0.195	0.12	-0.8170000000000001		-0.375			-0.34550000000000003						1.837	0.152	0.35100000000000003						0.8590000000000001	5.075	0.2655		-0.292	0.4	-0.639			-0.055999999999999994			-1.238					-0.37799999999999995	0.8875				-0.694	0.258							-0.125							1.044	0.264		0.262									0.27399999999999997		0.603	0.609		0.7509999999999999	0.41		0.332	-0.023			0.4			-0.152		-1.569				-0.115	-0.505		0.259	0.59		0.47100000000000003		0.225					0.109			0.08199999999999999		0.065	0.733		0.133	
YBL058W_S106_T112_S116																																													0.594																																																																															
YBL058W_S315_S321							-0.244	0.488				-1.325													-0.304									0.7559999999999999																1.443			-0.45799999999999996				-0.364		1.1540000000000001				-0.58									-0.10400000000000001				-0.228						-0.226				1.057							0.507		0.43200000000000005																		-1.6119999999999999	-1.2329999999999999					-0.213					0.787
YBL058W_S315_S322	0.34700000000000003			0.317	-0.654	-0.063			0.456	0.43449999999999994			-0.971		-1.8330000000000002	-0.11699999999999999		-1.0090000000000001	-0.023	-0.09850000000000002			-0.53	0.642	-0.815	-0.16			-0.199			0.8	-0.4	0.131		-0.409	0.415			0.392	-0.16949999999999998		0.907		1.665		-0.1405	-0.15	-0.981					-0.902						-0.415	-1.0090000000000001				0.18100000000000002	0.8170000000000001		-0.505	0.5075	0.307	0.517	0.845		-1.4269999999999998	0.565	0.021	0.385	0.156	-0.433	-0.172		-0.413			0.7509999999999999				-0.883		-0.32	0.033		-0.33899999999999997	0.077		-0.171	-0.9335		0.094	-0.23800000000000002	0.8170000000000001			0.37200000000000005	-0.019	0.505	-0.516	0.024	-0.321		-1.0759999999999998			-0.7090000000000001						0.92			
YBL058W_S315_S322_T331					-0.015					0.9209999999999999	0.6509999999999999					-0.046	-0.131																							0.593																-0.43700000000000006																							-0.509													-1.361												0.364										-0.415				0.653						
YBL058W_S315_T331																																																	-1.341																																																																											
YBL058W_S321_S322											0.508			-0.237											-0.8320000000000001							1.6480000000000001																-0.9329999999999999													-1.778																																																															
YBL058W_S321_T331																																																																																						1.976																			0.879																			
YBL058W_S322_T331																																																																																					0.47200000000000003																																							
YBL058W_T107_S108									0.19												-0.6970000000000001		0.171														1.057						1.517																																			0.022000000000000002																-2.634																														
YBL058W_T107_S115																											-0.08900000000000001																																																																					-0.18	0.265			-0.23																							-0.8	
YBL058W_T107_S116														1.3619999999999999																							0.615	0.111																								-0.047																																																														
YBL058W_T107_T112	0.7759999999999999												-1.261												-0.09				0.502												-0.073		0.8370000000000001		0.8340000000000001			0.009000000000000001		-0.8059999999999999	1.052			0.49700000000000005	-0.193															0.081	1.6059999999999999									0.13	0.266		0.759					1.077							0.649			-2.2680000000000002					-0.42100000000000004												-0.622					0.28				
YBL060W_S289_T290																																																															-0.033																-0.077																																													
YBL060W_T290_S293		-0.7829999999999999			-0.098						0.93					-0.46399999999999997			-0.485																										0.312																														0.055999999999999994																																											-0.42700000000000005						0.106
YBL061C_S133_S136		0.094			0.184	-0.705			-0.287							0.08199999999999999			-0.107		-0.055	-0.46299999999999997		0.266			-0.11199999999999999		-0.6509999999999999				-0.789				0.775		-0.431	-0.319		0.384	0.35200000000000004								1.224			-0.29600000000000004														-1.163					1.0070000000000001	-0.57				-0.489											-0.502	1.38		0.865		-0.465	-0.34700000000000003	0.079								0.016		0.379		-0.348											-0.292					-0.004
YBL061C_S133_T135													0.8029999999999999	1.013	0.625																														2.065									1.392							-1.162										0.467	1.107																1.9280000000000002									-0.331									0.99																		
YBL061C_S133_T138							-1.084																									-0.40299999999999997																							-0.541																										-0.196																																							-0.883				
YBL061C_S134_S136																																																		0.9309999999999999																																	0.37799999999999995																											-0.718													-0.24	
YBL061C_S622_S625																			-0.516				0.23199999999999998																																																																																																					
